Applicant_ID,Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans,Loan_Amount,Loan_Term_Months,Loan_Purpose,Collateral_Value,City,Loan_to_Income_Ratio,Debt_to_Income_Ratio,Late_Payments_Count,Default_History,Loan_Status
A0200,23,Female,Single,3,Graduate,Salaried,235709,856,1,1444091,48,Vehicle,1353991,Pune,6.13,1.79,2,No,Rejected
A0201,40,Male,Married,0,Graduate,Self-employed,1177643,533,0,335132,180,Medical,1115273,Mumbai,0.28,0.02,4,Yes,Rejected
A0202,56,Male,Married,2,Graduate,Salaried,1181652,331,3,504470,12,Personal,459567,Mumbai,0.43,0.58,2,No,Rejected
A0203,39,Male,Single,2,Highschool,Self-employed,429167,588,0,235090,180,Vehicle,1085110,Jaipur,0.55,0.04,5,Yes,Rejected
A0204,46,Male,Married,1,Graduate,Salaried,505063,878,0,891624,24,Vehicle,1141610,Kolkata,1.77,0.88,4,Yes,Rejected
A0205,23,Female,Married,3,Graduate,Salaried,1069953,841,2,888447,240,Personal,1106673,Indore,0.83,0.15,4,Yes,Rejected
A0206,39,Female,Single,1,Highschool,Retired,686121,413,1,994586,240,Medical,1757749,Pune,1.45,0.16,4,Yes,Rejected
A0207,40,Male,Married,3,Highschool,Salaried,1200904,503,3,824276,36,Vehicle,287181,Indore,0.69,0.38,3,Yes,Rejected
A0208,52,Female,Single,0,Highschool,Retired,419222,328,2,955738,180,Business,429223,Chennai,2.28,0.44,3,Yes,Rejected
A0209,27,Female,Single,0,Graduate,Retired,913806,773,3,1154405,12,Medical,1521270,Kolkata,1.26,1.46,4,Yes,Rejected
A0210,53,Female,Married,0,Postgraduate,Self-employed,907788,552,3,997883,240,Vehicle,551566,Indore,1.1,0.25,0,No,Rejected
A0211,59,Female,Single,0,Highschool,Self-employed,1165398,685,1,312153,36,Vehicle,1712208,Ahmedabad,0.27,0.14,4,Yes,Rejected
A0212,38,Male,Married,2,Graduate,Salaried,1198653,361,0,380407,12,Personal,1559284,Mumbai,0.32,0.32,1,No,Rejected
A0213,21,Male,Married,2,Highschool,Self-employed,992879,814,1,859036,24,Business,1046417,Indore,0.87,0.49,4,Yes,Rejected
A0214,31,Female,Single,1,Postgraduate,Salaried,332371,729,1,546476,180,Medical,974687,Ahmedabad,1.64,0.29,3,Yes,Rejected
A0215,48,Male,Married,3,Highschool,Salaried,582650,879,2,584427,120,Education,1409893,Ahmedabad,1.0,0.31,3,Yes,Rejected
A0216,45,Male,Single,0,Graduate,Salaried,1222509,836,1,420562,60,Home,824726,Delhi,0.34,0.12,1,No,Approved
A0217,43,Male,Widowed,0,Graduate,Salaried,860354,440,0,624436,24,Business,1646141,Ahmedabad,0.73,0.36,1,No,Rejected
A0218,51,Female,Married,3,Graduate,Salaried,950774,599,3,1019258,240,Education,980013,Kolkata,1.07,0.24,2,No,Rejected
A0219,50,Female,Married,3,Graduate,Salaried,1460811,610,1,697202,48,Business,4694,Mumbai,0.48,0.16,0,No,Rejected
A0220,55,Female,Married,1,Graduate,Salaried,982119,770,3,1209229,120,Education,582438,Jaipur,1.23,0.31,0,No,Rejected
A0221,27,Male,Single,3,Graduate,Self-employed,1124993,692,1,292593,48,Education,1640334,Chennai,0.26,0.12,0,No,Rejected
A0222,36,Female,Married,0,Highschool,Salaried,553791,744,3,440459,12,Business,545844,Mumbai,0.8,1.12,5,Yes,Rejected
A0223,46,Female,Widowed,0,Highschool,Retired,1063787,471,1,1441795,48,Personal,1244119,Pune,1.36,0.4,3,Yes,Rejected
A0224,22,Male,Married,0,Graduate,Self-employed,316220,875,2,1072048,120,Business,573374,Jaipur,3.39,0.72,0,No,Rejected
A0225,21,Female,Married,0,Highschool,Self-employed,421421,330,3,109795,120,Business,674267,Ahmedabad,0.26,0.45,2,No,Rejected
A0226,32,Female,Married,0,Highschool,Salaried,549317,346,1,1383644,24,Education,772687,Indore,2.52,1.37,2,No,Rejected
A0227,25,Male,Single,1,Graduate,Self-employed,988428,429,1,1082364,36,Home,1228135,Delhi,1.1,0.43,0,No,Rejected
A0228,57,Male,Single,0,Postgraduate,Salaried,1030819,651,2,727395,24,Education,1995238,Jaipur,0.71,0.47,1,No,Rejected
A0229,52,Male,Married,1,Graduate,Self-employed,1232469,880,2,413673,12,Vehicle,1986373,Pune,0.34,0.43,2,No,Approved
A0230,29,Female,Married,0,Highschool,Salaried,1251665,357,2,851938,240,Business,1029621,Pune,0.68,0.13,1,No,Rejected
A0231,55,Female,Married,2,Highschool,Self-employed,1085259,405,3,1315598,48,Medical,623756,Jaipur,1.21,0.47,3,Yes,Rejected
A0232,39,Female,Divorced,2,Postgraduate,Retired,820253,629,3,111009,36,Business,819819,Delhi,0.14,0.26,5,Yes,Rejected
A0233,36,Male,Single,2,Highschool,Salaried,805556,682,2,278168,180,Personal,958254,Ahmedabad,0.35,0.17,2,No,Rejected
A0234,23,Male,Single,2,Highschool,Salaried,547186,461,0,489913,60,Medical,1641466,Kolkata,0.9,0.18,1,No,Rejected
A0235,40,Female,Married,1,Graduate,Self-employed,1450374,585,0,1475330,120,Education,1987336,Pune,1.02,0.1,0,No,Rejected
A0236,44,Female,Single,1,Graduate,Salaried,437103,370,1,1216698,36,Personal,1024446,Ahmedabad,2.78,1.07,3,Yes,Rejected
A0237,53,Male,Married,3,Graduate,Self-employed,889925,753,0,430328,240,Business,1542433,Kolkata,0.48,0.02,4,Yes,Rejected
A0238,44,Male,Married,0,Highschool,Salaried,289242,866,1,533297,180,Education,516304,Kolkata,1.84,0.33,4,Yes,Rejected
A0239,31,Male,Married,2,Highschool,Salaried,1247146,696,3,314709,36,Education,923098,Pune,0.25,0.23,0,No,Rejected
A0240,28,Male,Single,1,Postgraduate,Retired,1402532,814,3,1062816,24,Vehicle,1575324,Jaipur,0.76,0.51,3,Yes,Rejected
A0241,56,Female,Married,0,Highschool,Self-employed,784326,325,0,711516,180,Vehicle,72356,Kolkata,0.91,0.06,3,Yes,Rejected
A0242,58,Male,Married,0,Graduate,Self-employed,1096068,612,3,959375,60,Home,1889706,Indore,0.88,0.34,3,Yes,Rejected
A0243,40,Female,Married,1,Graduate,Salaried,960330,425,2,1100294,240,Vehicle,259925,Mumbai,1.15,0.18,3,Yes,Rejected
A0244,55,Female,Single,2,Graduate,Self-employed,1035726,707,2,1201302,120,Medical,1936754,Chennai,1.16,0.23,4,Yes,Rejected
A0245,45,Female,Married,3,Graduate,Salaried,933375,864,0,1046984,240,Education,1589055,Pune,1.12,0.06,1,No,Rejected
A0246,55,Male,Married,0,Highschool,Salaried,365250,497,0,288210,12,Vehicle,608919,Lucknow,0.79,0.79,3,Yes,Rejected
A0247,45,Male,Single,3,Graduate,Self-employed,722820,487,1,845742,12,Home,245702,Kolkata,1.17,1.25,1,No,Rejected
A0248,49,Male,Single,2,Postgraduate,Salaried,462678,783,3,1453223,36,Business,796961,Bhopal,3.14,1.44,3,Yes,Rejected
A0249,38,Male,Single,2,Postgraduate,Salaried,1022564,749,1,277265,180,Medical,32175,Indore,0.27,0.08,2,No,Approved
A0250,38,Female,Married,3,Highschool,Salaried,498254,822,1,947790,36,Vehicle,1328395,Lucknow,1.9,0.75,5,Yes,Rejected
A0251,22,Male,Married,2,Highschool,Self-employed,1050012,653,2,1229433,48,Education,436374,Ahmedabad,1.17,0.41,2,No,Rejected
A0252,55,Male,Married,0,Postgraduate,Salaried,246233,896,2,1039621,60,Business,833230,Chennai,4.22,1.33,5,Yes,Rejected
A0253,36,Female,Single,3,Graduate,Self-employed,1446356,399,2,1407981,120,Education,1905918,Delhi,0.97,0.18,2,No,Rejected
A0254,56,Male,Single,2,Postgraduate,Salaried,651448,857,2,290128,36,Business,1441120,Kolkata,0.45,0.33,3,Yes,Rejected
A0255,53,Female,Married,3,Highschool,Salaried,948810,855,1,1493526,48,Medical,1729912,Delhi,1.57,0.46,1,No,Rejected
A0256,24,Female,Married,0,Graduate,Self-employed,1203941,577,2,679294,180,Education,1767052,Chennai,0.56,0.14,5,Yes,Rejected
A0257,53,Female,Widowed,2,Graduate,Salaried,306311,790,3,348018,60,Vehicle,340822,Indore,1.14,0.81,4,Yes,Rejected
A0258,34,Female,Single,0,Graduate,Salaried,696246,554,2,1084825,120,Vehicle,1111397,Indore,1.56,0.33,0,No,Rejected
A0259,41,Female,Married,2,Graduate,Salaried,229709,680,2,932230,12,Home,510559,Chennai,4.06,4.58,5,Yes,Rejected
A0260,40,Female,Married,1,Highschool,Salaried,1248939,841,2,1225847,48,Business,1060780,Indore,0.98,0.34,5,Yes,Rejected
A0261,28,Female,Married,2,Graduate,Self-employed,694829,563,0,916609,180,Home,973169,Kolkata,1.32,0.09,4,Yes,Rejected
A0262,27,Female,Married,3,Highschool,Salaried,596456,628,3,490166,60,Personal,793826,Chennai,0.82,0.47,3,Yes,Rejected
A0263,23,Male,Married,2,Graduate,Self-employed,245689,414,3,615631,48,Vehicle,246464,Pune,2.51,1.36,2,No,Rejected
A0264,37,Male,Widowed,0,Postgraduate,Salaried,1098704,575,1,1492935,36,Business,851246,Bhopal,1.36,0.51,2,No,Rejected
A0265,53,Male,Single,0,Graduate,Salaried,375037,787,1,1191589,24,Medical,1082169,Ahmedabad,3.18,1.75,1,No,Rejected
A0266,32,Male,Single,2,Postgraduate,Retired,408606,580,2,1464170,12,Home,959468,Mumbai,3.58,3.88,3,Yes,Rejected
A0267,42,Female,Married,3,Highschool,Salaried,1249458,574,0,484784,36,Medical,208260,Jaipur,0.39,0.13,4,Yes,Rejected
A0268,42,Male,Married,1,Graduate,Salaried,979110,627,1,978835,36,Medical,115064,Bhopal,1.0,0.39,3,Yes,Rejected
A0269,50,Female,Single,3,Postgraduate,Salaried,1374441,510,1,538598,180,Medical,492492,Mumbai,0.39,0.07,3,Yes,Rejected
A0270,58,Male,Single,1,Highschool,Salaried,1229516,851,2,723578,180,Home,53365,Jaipur,0.59,0.14,2,No,Approved
A0271,58,Male,Single,0,Highschool,Salaried,228885,325,2,1364686,60,Personal,1813508,Delhi,5.96,1.72,4,Yes,Rejected
A0272,28,Male,Married,3,Graduate,Salaried,596419,326,1,1280408,180,Home,917947,Bhopal,2.15,0.24,0,No,Rejected
A0273,47,Female,Single,1,Highschool,Salaried,915601,382,1,1172718,48,Education,1269087,Lucknow,1.28,0.39,5,Yes,Rejected
A0274,47,Male,Single,2,Graduate,Salaried,595460,712,3,472333,12,Vehicle,1540850,Bhopal,0.79,1.1,2,No,Rejected
A0275,54,Female,Single,0,Postgraduate,Salaried,560466,466,0,993964,36,Home,1469972,Indore,1.77,0.59,4,Yes,Rejected
A0276,41,Female,Single,2,Graduate,Salaried,1232833,468,3,1034794,60,Home,1528447,Kolkata,0.84,0.31,1,No,Rejected
A0277,50,Male,Single,0,Highschool,Salaried,221584,528,1,1088539,240,Personal,206971,Kolkata,4.91,0.52,5,Yes,Rejected
A0278,53,Male,Married,3,Graduate,Self-employed,1019973,666,3,231436,240,Education,961169,Mumbai,0.23,0.19,5,Yes,Rejected
A0279,48,Male,Single,3,Graduate,Retired,753351,827,3,943353,12,Home,103700,Indore,1.25,1.49,2,No,Rejected
A0280,53,Female,Married,0,Highschool,Salaried,1318844,837,1,381941,180,Vehicle,359221,Delhi,0.29,0.06,1,No,Approved
A0281,25,Male,Single,0,Graduate,Self-employed,980594,823,2,1385979,180,Vehicle,1445257,Kolkata,1.41,0.22,2,No,Rejected
A0282,39,Female,Married,0,Graduate,Salaried,1419211,371,1,408444,48,Home,68247,Ahmedabad,0.29,0.11,3,Yes,Rejected
A0283,24,Female,Married,3,Graduate,Salaried,370824,405,2,116105,180,Medical,1231207,Delhi,0.31,0.34,4,Yes,Rejected
A0284,55,Male,Married,1,Highschool,Salaried,950593,581,1,763299,240,Medical,156270,Indore,0.8,0.1,1,No,Rejected
A0285,37,Male,Married,2,Graduate,Salaried,800699,432,1,703760,36,Education,841172,Indore,0.88,0.37,5,Yes,Rejected
A0286,48,Female,Single,2,Highschool,Salaried,1358452,833,1,797389,240,Vehicle,153560,Mumbai,0.59,0.07,2,No,Approved
A0287,50,Female,Single,3,Highschool,Salaried,1446729,568,0,178097,120,Medical,1742451,Pune,0.12,0.01,5,Yes,Rejected
A0288,49,Female,Married,2,Postgraduate,Salaried,884500,711,2,361674,36,Vehicle,1558203,Kolkata,0.41,0.27,1,No,Approved
A0289,26,Male,Widowed,0,Graduate,Retired,864687,317,0,241519,36,Education,1006648,Indore,0.28,0.09,5,Yes,Rejected
A0290,55,Female,Married,1,Highschool,Salaried,1188167,416,1,146940,180,Education,1338618,Indore,0.12,0.06,2,No,Rejected
A0291,57,Male,Married,2,Highschool,Salaried,223331,443,3,833307,12,Medical,1443711,Ahmedabad,3.73,4.54,2,No,Rejected
A0292,44,Female,Married,1,Highschool,Self-employed,223004,850,0,185001,180,Home,181142,Bhopal,0.83,0.06,0,No,Rejected
A0293,49,Female,Married,0,Highschool,Salaried,1487017,721,2,852158,12,Business,586901,Bhopal,0.57,0.65,5,Yes,Rejected
A0294,51,Male,Single,2,Highschool,Salaried,1105675,668,1,851259,12,Personal,1145283,Indore,0.77,0.82,0,No,Rejected
A0295,55,Female,Married,3,Highschool,Self-employed,648013,857,0,1347291,240,Business,373921,Delhi,2.08,0.1,0,No,Rejected
A0296,53,Male,Widowed,1,Graduate,Retired,389167,349,3,1156504,12,Business,1003639,Ahmedabad,2.97,3.43,5,Yes,Rejected
A0297,41,Male,Single,0,Graduate,Self-employed,1131253,405,0,446997,60,Vehicle,1000005,Delhi,0.4,0.08,1,No,Rejected
A0298,52,Female,Married,1,Graduate,Self-employed,482260,515,2,738902,24,Education,47003,Jaipur,1.53,1.01,3,Yes,Rejected
A0299,43,Male,Single,2,Graduate,Self-employed,742955,724,0,217517,180,Vehicle,1621342,Pune,0.29,0.02,2,No,Approved
A0300,53,Male,Married,2,Highschool,Retired,1275878,371,3,1304665,60,Medical,407650,Bhopal,1.02,0.35,4,Yes,Rejected
A0301,23,Female,Single,3,Postgraduate,Salaried,1410583,745,3,1227640,36,Personal,963750,Bhopal,0.87,0.42,0,No,Rejected
A0302,38,Male,Married,0,Postgraduate,Salaried,796822,485,2,494775,60,Medical,1478441,Ahmedabad,0.62,0.27,1,No,Rejected
A0303,45,Male,Married,0,Postgraduate,Salaried,1411272,369,3,1199469,48,Home,1631894,Chennai,0.85,0.34,5,Yes,Rejected
A0304,51,Male,Single,3,Postgraduate,Salaried,1262016,449,1,1425887,120,Personal,708421,Delhi,1.13,0.16,1,No,Rejected
A0305,23,Female,Married,3,Postgraduate,Self-employed,573145,545,3,662886,12,Vehicle,1443791,Kolkata,1.16,1.47,1,No,Rejected
A0306,44,Male,Married,0,Graduate,Salaried,594485,837,1,1287171,180,Vehicle,1194497,Ahmedabad,2.17,0.25,5,Yes,Rejected
A0307,52,Female,Divorced,1,Highschool,Salaried,994300,398,0,936209,48,Medical,1518231,Mumbai,0.94,0.24,4,Yes,Rejected
A0308,42,Female,Single,1,Graduate,Salaried,885611,577,1,521655,180,Vehicle,770448,Chennai,0.59,0.11,5,Yes,Rejected
A0309,43,Male,Single,3,Graduate,Self-employed,540053,862,1,1229636,240,Vehicle,1554796,Lucknow,2.28,0.22,4,Yes,Rejected
A0310,22,Male,Single,1,Graduate,Salaried,894089,754,0,899717,120,Business,839232,Delhi,1.01,0.1,5,Yes,Rejected
A0311,47,Male,Widowed,0,Graduate,Self-employed,740022,403,3,485114,48,Home,791877,Chennai,0.66,0.41,0,No,Rejected
A0312,22,Female,Divorced,2,Highschool,Salaried,1420985,532,1,646982,180,Business,1721976,Ahmedabad,0.46,0.07,4,Yes,Rejected
A0313,46,Male,Married,2,Graduate,Salaried,545744,693,3,1021806,36,Vehicle,508524,Kolkata,1.87,0.95,0,No,Rejected
A0314,37,Male,Married,1,Postgraduate,Salaried,707173,800,0,1409977,12,Education,1835254,Mumbai,1.99,1.99,4,Yes,Rejected
A0315,53,Male,Married,3,Graduate,Salaried,864471,550,2,871136,48,Business,1079729,Pune,1.01,0.39,4,Yes,Rejected
A0316,29,Male,Married,3,Graduate,Self-employed,1460231,820,3,891043,36,Vehicle,1840220,Chennai,0.61,0.33,5,Yes,Rejected
A0317,59,Male,Single,3,Highschool,Retired,632184,378,3,1303960,12,Vehicle,134411,Pune,2.06,2.35,4,Yes,Rejected
A0318,49,Female,Married,3,Graduate,Salaried,1409725,351,2,1293728,24,Home,580526,Indore,0.92,0.54,0,No,Rejected
A0319,46,Female,Single,3,Postgraduate,Salaried,439654,525,2,967050,36,Medical,412610,Bhopal,2.2,1.01,5,Yes,Rejected
A0320,55,Male,Married,1,Graduate,Salaried,627991,350,0,737233,60,Personal,1364591,Jaipur,1.17,0.23,2,No,Rejected
A0321,45,Male,Married,2,Graduate,Self-employed,1437792,485,3,994829,180,Business,887104,Bhopal,0.69,0.17,0,No,Rejected
A0322,44,Male,Married,2,Graduate,Self-employed,1425745,333,3,720501,240,Business,1519514,Lucknow,0.51,0.15,2,No,Rejected
A0323,33,Male,Single,1,Graduate,Salaried,1010935,430,0,120874,12,Business,296751,Kolkata,0.12,0.12,1,No,Rejected
A0324,27,Female,Single,3,Highschool,Salaried,858139,742,3,494813,48,Vehicle,52055,Mumbai,0.58,0.35,5,Yes,Rejected
A0325,56,Male,Single,1,Graduate,Self-employed,1073272,731,1,635888,120,Home,1153085,Pune,0.59,0.12,1,No,Approved
A0326,40,Female,Single,2,Graduate,Salaried,1380403,796,1,1021251,48,Vehicle,1184043,Ahmedabad,0.74,0.23,5,Yes,Rejected
A0327,21,Female,Single,0,Graduate,Salaried,501407,702,1,965847,60,Vehicle,651666,Pune,1.93,0.5,5,Yes,Rejected
A0328,28,Male,Divorced,1,Graduate,Salaried,517231,622,3,571769,180,Medical,1457082,Kolkata,1.11,0.42,0,No,Rejected
A0329,36,Female,Married,3,Postgraduate,Salaried,775770,509,1,780175,60,Education,1136263,Ahmedabad,1.01,0.28,2,No,Rejected
A0330,34,Female,Single,2,Highschool,Self-employed,322989,628,1,839860,48,Home,1375798,Ahmedabad,2.6,0.84,5,Yes,Rejected
A0331,32,Female,Single,2,Postgraduate,Retired,1026547,671,0,718636,240,Business,1445483,Lucknow,0.7,0.04,2,No,Rejected
A0332,43,Female,Married,2,Highschool,Salaried,476393,759,0,205736,180,Personal,400686,Kolkata,0.43,0.03,5,Yes,Rejected
A0333,35,Male,Married,2,Graduate,Salaried,1164329,432,2,512106,120,Business,1969921,Chennai,0.44,0.15,2,No,Rejected
A0334,48,Male,Married,3,Highschool,Salaried,834649,420,2,555040,12,Vehicle,1151228,Bhopal,0.66,0.81,1,No,Rejected
A0335,54,Female,Divorced,0,Graduate,Salaried,499850,751,2,235797,180,Home,325341,Indore,0.47,0.27,0,No,Approved
A0336,22,Male,Married,2,Graduate,Salaried,241139,428,2,536421,36,Home,1628637,Pune,2.22,1.24,5,Yes,Rejected
A0337,52,Male,Widowed,1,Highschool,Salaried,839207,390,0,585077,180,Home,935280,Chennai,0.7,0.05,3,Yes,Rejected
A0338,43,Male,Married,0,Graduate,Salaried,971965,874,0,1075415,60,Education,1568422,Indore,1.11,0.22,2,No,Rejected
A0339,42,Male,Single,2,Postgraduate,Salaried,503446,328,0,1115582,60,Business,202668,Mumbai,2.22,0.44,2,No,Rejected
A0340,45,Male,Divorced,0,Highschool,Salaried,1474332,823,1,735861,60,Education,1953951,Jaipur,0.5,0.14,3,Yes,Rejected
A0341,42,Female,Single,1,Graduate,Salaried,1185663,632,1,375236,120,Medical,1600448,Pune,0.32,0.08,0,No,Rejected
A0342,42,Male,Married,2,Graduate,Salaried,864006,596,2,458062,180,Personal,1817765,Lucknow,0.53,0.17,2,No,Rejected
A0343,26,Male,Single,1,Graduate,Salaried,1245716,429,1,1057274,240,Medical,1446092,Indore,0.85,0.09,0,No,Rejected
A0344,35,Male,Married,3,Highschool,Retired,1064785,592,3,125457,240,Vehicle,1838346,Ahmedabad,0.12,0.17,2,No,Rejected
A0345,57,Male,Married,2,Highschool,Salaried,1037860,472,0,958099,180,Education,1111177,Chennai,0.92,0.06,4,Yes,Rejected
A0346,53,Female,Married,2,Highschool,Salaried,257939,323,2,162894,240,Education,136559,Bhopal,0.63,0.5,2,No,Rejected
A0347,28,Female,Married,2,Highschool,Self-employed,223548,398,2,685593,24,Medical,36282,Lucknow,3.07,2.07,4,Yes,Rejected
A0348,25,Female,Single,2,Highschool,Retired,656437,705,3,858201,120,Vehicle,1274713,Pune,1.31,0.4,5,Yes,Rejected
A0349,59,Female,Single,3,Graduate,Salaried,633917,655,1,309699,12,Home,1426167,Kolkata,0.49,0.58,0,No,Rejected
A0350,24,Male,Married,2,Postgraduate,Self-employed,644503,438,2,1118143,12,Vehicle,620086,Chennai,1.73,1.92,2,No,Rejected
A0351,26,Female,Single,0,Postgraduate,Salaried,337799,802,1,100559,12,Business,1703827,Lucknow,0.3,0.48,1,No,Approved
A0352,52,Male,Married,2,Graduate,Salaried,965820,473,1,137361,12,Medical,1943619,Jaipur,0.14,0.2,1,No,Rejected
A0353,50,Male,Single,3,Highschool,Salaried,381789,328,3,967152,12,Vehicle,159876,Pune,2.53,3.0,3,Yes,Rejected
A0354,55,Male,Widowed,2,Highschool,Self-employed,625643,795,2,901693,240,Home,665275,Mumbai,1.44,0.26,1,No,Rejected
A0355,36,Male,Married,0,Graduate,Self-employed,634352,650,1,1466075,48,Vehicle,1321878,Bhopal,2.31,0.67,4,Yes,Rejected
A0356,33,Male,Married,3,Highschool,Salaried,1002009,853,1,460704,60,Education,205229,Mumbai,0.46,0.15,1,No,Approved
A0357,50,Female,Single,3,Graduate,Salaried,311776,598,3,343950,120,Personal,10547,Indore,1.1,0.69,1,No,Rejected
A0358,39,Female,Married,0,Graduate,Salaried,1085678,491,3,100037,48,Education,1399433,Kolkata,0.09,0.19,1,No,Rejected
A0359,37,Female,Divorced,0,Graduate,Salaried,982119,363,1,798392,120,Personal,1029293,Indore,0.81,0.14,2,No,Rejected
A0360,39,Female,Married,0,Graduate,Salaried,713624,514,3,403564,24,Vehicle,1313179,Bhopal,0.57,0.53,3,Yes,Rejected
A0361,48,Male,Married,0,Postgraduate,Self-employed,412803,465,1,721531,180,Business,1994848,Chennai,1.75,0.26,0,No,Rejected
A0362,46,Female,Married,0,Graduate,Self-employed,358761,842,2,753668,36,Vehicle,63146,Indore,2.1,1.03,3,Yes,Rejected
A0363,57,Male,Single,3,Graduate,Self-employed,697873,531,0,1407006,60,Home,1414297,Kolkata,2.02,0.4,4,Yes,Rejected
A0364,46,Female,Married,3,Postgraduate,Self-employed,557092,840,3,658888,24,Vehicle,632049,Delhi,1.18,0.91,2,No,Rejected
A0365,43,Male,Single,2,Postgraduate,Salaried,221341,494,0,803645,48,Personal,1414447,Delhi,3.63,0.91,5,Yes,Rejected
A0366,29,Male,Single,2,Graduate,Self-employed,559698,805,1,817368,36,Education,1361180,Lucknow,1.46,0.59,2,No,Rejected
A0367,32,Female,Single,1,Graduate,Salaried,1454329,633,1,1405927,180,Business,82970,Lucknow,0.97,0.11,1,No,Rejected
A0368,21,Male,Single,2,Graduate,Salaried,508474,603,1,624720,24,Vehicle,716177,Pune,1.23,0.73,1,No,Rejected
A0369,21,Male,Single,2,Postgraduate,Salaried,973429,736,0,885838,180,Vehicle,1217895,Lucknow,0.91,0.06,4,Yes,Rejected
A0370,54,Female,Single,0,Postgraduate,Salaried,923776,622,1,693975,180,Education,539707,Jaipur,0.75,0.12,5,Yes,Rejected
A0371,52,Male,Widowed,0,Highschool,Salaried,1019745,801,3,868576,240,Business,1018057,Lucknow,0.85,0.22,2,No,Rejected
A0372,45,Female,Married,2,Graduate,Salaried,509044,692,2,958379,120,Medical,559865,Jaipur,1.88,0.42,5,Yes,Rejected
A0373,21,Female,Widowed,1,Graduate,Self-employed,278840,898,2,982756,36,Vehicle,1051497,Lucknow,3.52,1.61,0,No,Rejected
A0374,36,Female,Married,0,Graduate,Salaried,1414343,448,3,285221,120,Vehicle,922180,Mumbai,0.2,0.15,3,Yes,Rejected
A0375,59,Male,Single,2,Highschool,Salaried,361297,704,2,843000,180,Medical,479177,Ahmedabad,2.33,0.49,2,No,Rejected
A0376,25,Male,Married,2,Postgraduate,Retired,1072504,582,0,1336416,240,Personal,1018225,Jaipur,1.25,0.06,5,Yes,Rejected
A0377,42,Male,Married,3,Graduate,Salaried,249156,661,1,553400,24,Personal,1491476,Chennai,2.22,1.35,0,No,Rejected
A0378,49,Female,Single,1,Postgraduate,Salaried,408281,678,1,952224,180,Home,144535,Pune,2.33,0.3,0,No,Rejected
A0379,23,Male,Married,3,Postgraduate,Salaried,287453,497,1,395583,48,Education,521317,Bhopal,1.38,0.55,3,Yes,Rejected
A0380,32,Female,Single,1,Graduate,Salaried,1198412,855,0,1312905,180,Business,1729410,Jaipur,1.1,0.07,0,No,Rejected
A0381,46,Female,Married,0,Graduate,Salaried,225938,655,0,1122697,120,Vehicle,1875943,Indore,4.97,0.5,4,Yes,Rejected
A0382,36,Male,Married,1,Graduate,Salaried,259164,839,0,1324322,36,Vehicle,649822,Ahmedabad,5.11,1.7,0,No,Rejected
A0383,57,Female,Single,2,Highschool,Salaried,647746,728,3,1461968,24,Home,1508797,Mumbai,2.26,1.41,5,Yes,Rejected
A0384,42,Male,Single,2,Graduate,Salaried,923559,316,0,800731,120,Vehicle,1829736,Delhi,0.87,0.09,4,Yes,Rejected
A0385,49,Male,Married,1,Highschool,Salaried,784570,678,2,1071777,180,Education,72828,Mumbai,1.37,0.24,0,No,Rejected
A0386,34,Male,Married,1,Graduate,Salaried,602681,805,3,659031,48,Home,647937,Lucknow,1.09,0.57,1,No,Rejected
A0387,48,Male,Single,1,Highschool,Salaried,1364395,375,3,299824,60,Education,1008449,Pune,0.22,0.18,0,No,Rejected
A0388,25,Male,Widowed,3,Highschool,Self-employed,681873,530,3,704091,240,Home,1399782,Ahmedabad,1.03,0.32,4,Yes,Rejected
A0389,50,Female,Single,1,Highschool,Salaried,341900,547,0,1349699,48,Vehicle,55152,Indore,3.95,0.99,0,No,Rejected
A0390,25,Female,Married,0,Highschool,Salaried,997653,601,3,122076,180,Home,1268649,Jaipur,0.12,0.19,0,No,Rejected
A0391,32,Female,Widowed,3,Graduate,Self-employed,604427,514,0,341424,48,Personal,358635,Mumbai,0.56,0.14,0,No,Rejected
A0392,36,Male,Single,3,Graduate,Salaried,737857,457,0,306384,240,Business,223393,Ahmedabad,0.42,0.02,4,Yes,Rejected
A0393,46,Male,Single,1,Graduate,Salaried,1476542,368,3,350699,60,Vehicle,86569,Jaipur,0.24,0.17,0,No,Rejected
A0394,46,Male,Single,0,Highschool,Salaried,237860,692,1,973915,48,Medical,1907475,Pune,4.09,1.28,3,Yes,Rejected
A0395,41,Female,Single,3,Highschool,Self-employed,402630,384,1,758323,60,Business,984131,Bhopal,1.88,0.53,5,Yes,Rejected
A0396,59,Male,Single,2,Highschool,Self-employed,868875,566,3,244938,180,Vehicle,681132,Delhi,0.28,0.23,3,Yes,Rejected
A0397,56,Female,Married,3,Highschool,Salaried,795983,368,1,990936,60,Business,1458155,Pune,1.24,0.32,4,Yes,Rejected
A0398,53,Female,Single,1,Postgraduate,Self-employed,453078,646,2,263377,120,Personal,683850,Lucknow,0.58,0.32,1,No,Rejected
A0399,50,Male,Married,0,Highschool,Salaried,966887,722,2,1079907,120,Business,1500796,Kolkata,1.12,0.24,3,Yes,Rejected
A0400,57,Male,Widowed,1,Graduate,Salaried,568893,473,0,313968,60,Home,122537,Bhopal,0.55,0.11,5,Yes,Rejected
A0401,43,Female,Married,2,Highschool,Salaried,1204731,414,1,488388,24,Business,53806,Lucknow,0.41,0.25,2,No,Rejected
